S_curve_1,S_curve_2,S_curve_3,S_curve_4,S_curve_5,S_curve_6,S_curve_7,S_curve_8,S_curve_9,S_curve_10,S_curve_11,S_curve_12,S_curve_13,S_curve_14,S_curve_15,S_curve_16,S_curve_17,S_curve_18,S_curve_19,S_curve_20,S_curve_21,S_curve_22,S_curve_23,S_curve_24,S_curve_25,S_curve_26,S_curve_27,S_curve_28,S_curve_29,S_curve_30
0.5731953448463503,0.9743883455031693,0.004469525561636415,0.19310632416537085,0.0035343884949477797,0.0012250124964484515,0.05725703663729795,0.4915148147000019,0.9881116775280036,0.8073876503727841,0.0455616231827146,0.0649830448613248,0.3246908401905772,0.8913402039639309,0.9540911039896843,0.6029033397877084,0.5630102750285969,0.23173661134362175,0.0032836702176128312,0.026452926441024777,0.0020440981053330204,0.0036527070842171695,0.020091305005144233,0.9844692448109651,0.9368239126946233,0.050157328783268985,0.0001835331704476788,0.3729629826658352,0.8556842443524415,0.26989862097060474
0.5837694239616527,0.9756381247918012,0.00475298213334206,0.19968103122346748,0.0037581884177210244,0.0013138356259986216,0.05880876551708815,0.5110675341715191,0.9886251046090487,0.8119628272030923,0.046577777826753874,0.06650109049490625,0.33486210822311874,0.8986315702289783,0.956924072146017,0.6079403622159542,0.5700033519121664,0.23592306558709217,0.0034174961215920766,0.02786653428506615,0.002166186280552543,0.00394911138453329,0.02126918257396624,0.9854253208126779,0.9391881559491261,0.053115155195715434,0.00019852041084962143,0.37963144831731505,0.8589243441729524,0.2790202360017536
0.594266966261316,0.9768283685257898,0.005054324205587494,0.20642232190316268,0.003996102676020029,0.0014090900512674718,0.06039985366533902,0.5305864458775565,0.9891166022793585,0.8164540340770381,0.047615464998551536,0.06805201763026288,0.3451891339074022,0.9054855465356525,0.959589626540269,0.6129545090865458,0.5769686053076019,0.24016150813125617,0.003556756634486637,0.02935340573608079,0.002295549662396228,0.004269464782350934,0.022514528062850387,0.98632335826278,0.9414694498082017,0.05623708031826651,0.00021473124006167688,0.3863456810678344,0.8621034221267787,0.2883283853783326
0.6046790427239295,0.9779617742938893,0.005374668380810065,0.21333053540945576,0.004249013994867732,0.001511240069273249,0.06203115203882107,0.5500122293475581,0.9895870865194386,0.8208616364767926,0.048675090122037294,0.06963641700935112,0.35566434189948315,0.9119215170779784,0.9620967688392976,0.6179448289909023,0.5839033945562695,0.24445173464187023,0.0037016708351305353,0.030917088903025327,0.0024326197159725074,0.004615684943804076,0.023831015121658986,0.9871667826022175,0.9436702961285008,0.05953096495018546,0.0002322655096858126,0.39310341626112905,0.8652221021903541,0.2978187872665937
0.6149970283670944,0.9790409307201451,0.005715199412089549,0.22040573117282272,0.004517859337429851,0.001620783291167528,0.06370352192483221,0.5692866936260575,0.990037436800112,0.8251860587203289,0.04975706396663252,0.07125488425748357,0.366279619904098,0.9179589377516408,0.9644541248379043,0.6229103900815282,0.5908051266313856,0.24879350714217754,0.003852466499321423,0.03256127658313459,0.002577853241346625,0.004989840155082056,0.02522249452462443,0.9879588288188084,0.9457931517568458,0.06300489733290036,0.0002512312121717151,0.3999023244682539,0.8682810264205012,0.30748660090098123
0.6252126285420179,0.9800683205694914,0.006077174158494585,0.22764767482412912,0.004803633111069683,0.0017382530017724111,0.06541783459379184,0.5883534657918598,0.9904684973883265,0.8294277811922489,0.05086180261000759,0.07290801962896998,0.37702633694180726,0.9236171812774305,0.9666699464396329,0.6278502806849023,0.5976712598338154,0.2531865534209627,0.0040093804338761,0.034289809147843735,0.002731733829964249,0.005394160657573224,0.026692999927881086,0.9887025506172712,0.9478404268892682,0.06666718085893952,0.00027174514324486095,0.40674001436205964,0.8712808536213633,0.31732642391856847
0.6353179028291891,0.9810463239012596,0.006461925743019226,0.235055824708924,0.00510739054626038,0.0018642206815962278,0.06717497091789719,0.607158633467726,0.9908810786193537,0.8335873375769748,0.0519897273944072,0.0745964277352602,0.3878953654740316,0.928915403901193,0.9687521157428329,0.6327636098806153,0.6044993073212795,0.25763056647440363,0.0041726588225792964,0.03610667711429136,0.002894773400945612,0.005831050751862086,0.028246753452682075,0.9894008293258377,0.9498144836800517,0.07052631882680191,0.0002939336180174397,0.41361403578401,0.8742222580436836,0.32733229296659416
0.6453052864145652,0.9819772212517689,0.006870867919813373,0.24262931906547439,0.00543025125543252,0.001999298701812402,0.06897582095442341,0.625651326242549,0.9912759581349969,0.8376653121023502,0.05314126487625803,0.07632071725505156,0.39887710733188464,0.9338724323643023,0.9707081509054647,0.6376495080461795,0.6112868404613857,0.2621252039840238,0.004342557584369233,0.03801602334707502,0.003067513821148636,0.0063031017080563264,0.02988817103365962,0.9900563825219657,0.9517176350843208,0.07459099596417942,0.00031793324509522266,0.4205218829961608,0.877105928117588,0.33749768774806893
0.6551676088552939,0.9828631968292755,0.0073054996570803684,0.25036696399452824,0.005773402978800781,0.0021441432032538784,0.07082128349224028,0.6437842234907233,0.9916538820875861,0.8416623368011799,0.054316846768765234,0.07808150062582524,0.4099615233474148,0.9385066696693135,0.9725452134933833,0.6425071273670231,0.6180314919998553,0.2666700878330321,0.00451934274410577,0.04002214482985315,0.0032505286130273224,0.006813105518978852,0.03162186746398513,0.9906717723642727,0.9535521439182013,0.07887005643798735,0.0003438917633335969,0.42746099811013577,0.8799325652198641,0.3478155386406217
0.6648981101737119,0.9837063417064896,0.007767409941575964,0.25826722235128563,0.006138105524119658,0.002299457171056237,0.07271226556011341,0.6615139790591555,0.9920155663096757,0.8455790887977234,0.05551690987719867,0.07987939371628255,0.4211381665380777,0.9428360180649767,0.9742701170467982,0.6473356423112773,0.6247309590362856,0.27126480366331157,0.004703290816268976,0.04212949394110859,0.0034444247544349028,0.0073640695311349615,0.033452661061225054,0.9912494136218182,0.9553202221210904,0.08337247806971312,0.00037196894626186105,0.4344287746839934,0.8827028824765751,0.35827823799007696
0.6744904542476813,0.9845086569976672,0.008258282810078888,0.2663282036912669,0.006525694907154879,0.0024659937171736053,0.07464968189536128,0.6788015565208146,0.992361697449484,0.849416287625651,0.056741896026565375,0.08171501547916188,0.4323962186478595,0.9468778176315258,0.9758893366279551,0.6521342500690577,0.63138300580081,0.275908900475295,0.004894689201937162,0.044342679162943495,0.0036498445746385574,0.00795923198591535,0.03538557786907797,0.9917915813952883,0.9570240302051308,0.08810734247948891,0.00040233757958828796,0.44142256147697323,0.8854176036016999,0.36887765514303456
0.6839387394937848,0.9852720570088983,0.008779902612494818,0.27454765540153037,0.0069375876994110346,0.0026445595835881018,0.0766344543714436,0.6956124719806946,0.992692934072223,0.8531746925834488,0.05799225198135693,0.08358898758392531,0.44372452980235166,0.9506487988500831,0.9774090191397257,0.6569021709560282,0.6379854662260275,0.28060189027291316,0.005093836599393093,0.04666646514619782,0.00386746775092075,0.008602078500056688,0.037425855301026975,0.9923004185275958,0.9586656768775693,0.09308380089291493,0.000435184517621113,0.44843966635123483,0.888077461772347,0.3796051552424095
0.6932375068671125,0.9859983723517337,0.009334159510384528,0.28292295514692667,0.007375285589316441,0.0028360188796319424,0.07866751138306971,0.7119169445919046,0.9930099077275698,0.8568551001327659,0.059268429357057915,0.08550193402881806,0.45511166099122274,0.9541650475791542,0.9788349942295456,0.6616386487811344,0.6445362463096092,0.28534324775576,0.005301043428706433,0.049105772049537554,0.004098013410240706,0.009296359509769614,0.039578945122289835,0.992777942703897,0.9602472188222859,0.09831103536197047,0.00047071182489459026,0.4554773603088925,0.8906831985409626,0.39045162176708287
0.7023817452269362,0.9866893530116351,0.009923055213649083,0.2914511047576421,0.007840380162616359,0.0030412970674346686,0.08074978718743281,0.7276899578448531,0.9933132239836087,0.8604583413446868,0.060570884523094067,0.08745448073181553,0.46654592905082704,0.9574419809275587,0.9801727856160236,0.6663429511784681,0.6510333262640148,0.29013241006054824,0.0055166322706378685,0.051665674064500525,0.004342242340514363,0.010046108696942202,0.04185051565633475,0.9932260532431513,0.9617706606273996,0.10379821517630325,0.0005091380097764319,0.4625328816518812,0.8932355627848172,0.40140748275213795
0.7113668941412078,0.987346671363986,0.010548708956837927,0.3001287256791213,0.008334557907151948,0.0032613852100904666,0.08288222120020214,0.7429112372112099,0.9936034634276518,0.8639852793984356,0.061900078496897104,0.08944725509999497,0.47801545378304916,0.9604943325991055,0.981427622696522,0.67101436990333,0.6574747624507828,0.2949687765538681,0.005740938320207194,0.054351397032907235,0.004600959316140751,0.010855662408196841,0.04424645309173057,0.9936465375850969,0.9632379548464832,0.10955444827478741,0.0005506993573555101,0.4696034402515023,0.8957353096929489,0.4124627405804073
0.7201888442242256,0.9879719251315221,0.011213363715039804,0.3089520560984774,0.008859605446483712,0.003497344497702073,0.08506575724493641,0.7575651517726779,0.9938811826344142,0.8674368071365371,0.0632564768287568,0.09148088557688246,0.48950820681466856,0.9633361463832978,0.9826044523131376,0.675652221092623,0.663858689097862,0.2998517086781707,0.0059743098552621264,0.057168315057622654,0.004875015542452324,0.011729680068041788,0.046772861754291954,0.994041077477985,0.9646510021815535,0.11558872751040943,0.0005956513694686489,0.47668622191386156,0.8981831997906199,0.42360700518997657
0.7288439351208457,0.9885666402780492,0.011919392657545077,0.31791694985268776,0.009417415005937879,0.0037503110669900256,0.08730134275462127,0.7716405489969749,0.9941469151020667,0.8708138446800046,0.06464054947712956,0.09355600116735363,0.5010120617753157,0.9659807765729901,0.9837079505718331,0.6802558454898052,0.670183319799444,0.30478052985281473,0.006217108720378276,0.06012194600251806,0.005165311223794448,0.012673165575611994,0.04943606319849303,0.9944112548735929,0.9660116517766285,0.12190987167519654,0.0006442703203250062,0.4837783928268666,0.9005799980012453,0.43482953049681816
0.737328951267087,0.9891322738342431,0.012669305835396168,0.3270188772132069,0.010009990113586992,0.004021501130645228,0.08958992792408141,0.785130532829832,0.9944011721567465,0.8741173371066736,0.06605277067406717,0.09567323093968699,0.512514845352016,0.9684408941998559,0.9847425346250887,0.6848246086347,0.6764469487987173,0.3097545254319039,0.006469710826411806,0.06321794577274399,0.005472798259938841,0.013691489660190187,0.05224259396108871,0.9947585575369965,0.9673217016112619,0.1285264612567802,0.000696854936827968,0.4908771040739682,0.9029264727456516,0.4461192537876894
0.745641115570846,0.989670216652136,0.01346575709653903,0.3362529276291621,0.010639451537400993,0.004312216433036816,0.0919324648120764,0.7980321957740685,0.9946444438261411,0.8773482521953827,0.06749361878042989,0.09783320350440136,0.5240043887649194,0.9707284980883506,0.9857123743424479,0.6893579010185467,0.6826479520549003,0.3147729427205416,0.006732506666016294,0.06646210126224922,0.005798483075504873,0.014790413153463008,0.05519920180899538,0.9950843843793208,0.968582898984087,0.1354467689749211,0.0007537282133801427,0.4979794961994567,0.9052233950784391,0.4574648377967724
0.7537780811676427,0.9901817960856386,0.014311551219511323,0.345613814497062,0.011308043458292208,0.0046238500492474235,0.09432990639195274,0.8103463156715464,0.9948771996827936,0.8805075782382868,0.06896357613054434,0.10003654646953679,0.5354685792023215,0.9728549298359601,0.986621403805807,0.6938551382047428,0.6887847880967957,0.31983499105099866,0.007005901845422133,0.06986032185201632,0.00614342958699365,0.015976111115876327,0.058312840302943286,0.9953900505222687,0.9697969410769882,0.14267868523524027,0.0008152393716888356,0.5050827038098106,0.9074715378611324,0.46885471514107696
0.7617379214148987,0.9906682785950992,0.015209651253414749,0.3550958820090683,0.012018139876999902,0.004957892544676545,0.09678320554980108,0.8220770275559229,0.9950998896578092,0.8835963219232006,0.07046312886596527,0.10228388587207374,0.5468954107537101,0.9748308919300169,0.9874733325773848,0.6983157609157948,0.6948559986659597,0.3249398419201608,0.0072903176327619125,0.07341862933993272,0.006508762311928386,0.017255197730058548,0.06159066148848896,0.9956767921036324,0.9709654755911102,0.15022963873858547,0.000881765976869699,0.5121838601953818,0.9096716749717332,0.4802771347552447
0.7695191182942986,0.9911308722744855,0.01616318604827713,0.3646931141145116,0.012772251250686316,0.00531593851260674,0.09929331402915444,0.8332314802789772,0.9953129448256617,0.8866155062875024,0.07199276675800163,0.10457584558522404,0.5582730343872965,0.9766664683079109,0.9882716566980959,0.7027392350870733,0.700860209153391,0.33008662918948556,0.00758619152320769,0.0771431461817821,0.006895669624434323,0.01863475184559471,0.06504000651697299,0.9959457708332826,0.9720901014464791,0.15810651259760672,0.000953716221977189,0.5192801019565979,0.9118245805502166,0.4917202099368258
0.7771205493953542,0.9915707293002937,0.017175457955765434,0.3743991456106022,0.013573031352708667,0.0056996935071402495,0.10186118132135907,0.8438194867102674,0.9955167781608169,0.8895661687447791,0.07355298301866635,0.1069130467013669,0.5695898065330909,0.9783711467572587,0.989019669382645,0.707125051888017,0.7067961288343859,0.335274449348541,0.007893977821165256,0.08104008192274341,0.007305407161373103,0.02012234302593597,0.06866839399126114,0.9961980783093071,0.9731723695375544,0.16631555643641655,0.0010315313939736161,0.5263685736188163,0.9139310282794496,0.5031719675889912
0.7845414736545993,0.9919889483017443,0.01824995067552098,0.3842072753584705,0.014423284346257892,0.006110981388756228,0.10448775350085732,0.8538531752466941,0.9957117852668999,0.89244935918506,0.07514427409971056,0.10929610689044926,0.5808343358537723,0.9799538426350866,0.9897204713851838,0.7114727277115016,0.7126625509069151,0.34050236184304655,0.008214148239746985,0.08511571770028449,0.007739301382864621,0.021726057909387655,0.07248350582503463,0.9964347401040322,0.974213783537564,0.17486229508343176,0.0011156885350861656,0.5334464322200466,0.9159917907009545,0.5146203982295743
0.7917815160239947,0.9923865766522227,0.019390337217098493,0.3941104815999654,0.015325972059370524,0.006551752099375652,0.10717397200474105,0.8633466492167374,0.9958983450791485,0.8952661381491852,0.07676713947940506,0.11172563973371569,0.591995527812847,0.9814229234601056,0.9903769810159093,0.7157818041321313,0.7184583523395105,0.34576938946816027,0.008547192517717647,0.08937638870268257,0.008198753290672184,0.023454526651380325,0.07649317040042841,0.9966567196296717,0.97521580074497,0.18375143460971385,0.0012067033144941629,0.5405108518559042,0.918007638564888,0.5260535063236901
0.7988406512393731,0.992764612682274,0.020600487941555803,0.40410143932937537,0.016284221445188395,0.007024089883213632,0.1099207723560682,0.872315659586128,0.9960768205408923,0.8980175750775641,0.07842208143673628,0.11420225403268912,0.6030626266823158,0.9827862339998381,0.9909919437946382,0.7200518478342764,0.7241824935352489,0.3510745188275927,0.008893619054077106,0.0938284644728886,0.008685242307487148,0.025316949164055847,0.08070534280747844,0.9968649217932659,0.976179832965908,0.1929867666128784,0.0013051331263387819,0.5475590281664227,0.9199793402135604,0.5374593604922648
0.8057191868552489,0.9931240078147703,0.021884478640103035,0.414172539652662,0.01730133220721031,0.007530221968800702,0.11272908283057634,0.8807772952190441,0.9962475592548018,0.9007047466333109,0.08010960481268545,0.1167265530933752,0.614025254669477,0.9840511215348403,0.9915679417322604,0.7242824505107167,0.7298340178189324,0.35641670085893373,0.009253955560408905,0.09847832695534538,0.009200330319612789,0.027323120811070543,0.0851280819506531,0.9970601964504473,0.9771072474268989,0.20257107179669634,0.0014115804311541857,0.5545881827496782,0.9219076609977807,0.5488261431506837
0.8124177457063414,0.993465668623117,0.02324659859983526,0.424315911045293,0.018380784564610734,0.00807252772631566,0.11559982306658634,0.8887496938616131,0.9964108941096554,0.9033287350995027,0.08183021675826771,0.11929913398572638,0.624873447883826,0.9852244610359802,0.9921074022351277,0.7284732287327984,0.7354120507550397,0.36179485142539847,0.009628749731084723,0.10333234619398111,0.009745665884905387,0.029483457149976394,0.08976952431333068,0.9972433416673986,0.9779993677125707,0.21250602404504662,0.0015266963589834635,0.5615955674876167,0.9237933627252747,0.5601421991404464
0.8189372479488731,0.9937904588136077,0.02469135859838432,0.4345234423986193,0.019526247127437835,0.008653548312733454,0.11853390261805791,0.8962517760213657,0.9965671438833622,0.9058906268500713,0.08358442646901096,0.12192058677846167,0.635597688909329,0.9863126800380324,0.9926126066309658,0.7326238237930498,0.7409157993044236,0.36720785197399514,0.010018569931370867,0.10839685360320354,0.01032298860706652,0.0318090172412098,0.09463785418105192,0.9974151068001508,0.9788574747235512,0.22279209633132893,0.0016511845936632548,0.5685784687699678,0.925637203140399,0.5713960829319586
0.8252788928263836,0.9940992011332119,0.026223498760295113,0.4447868077243664,0.020741584845604424,0.009275996815187848,0.12153221945094522,0.9033030030358786,0.996716613822976,0.9083915108936403,0.08537274490556575,0.1245914937494103,0.6461889357937596,0.987321783034257,0.993085698317856,0.736733901521239,0.746344550828078,0.3726545502599271,0.010424005903434633,0.1136781127506152,0.010934133676483564,0.03431152496136741,0.09974127013940619,0.9975761954001358,0.97968280765008,0.23342846993575017,0.0017858055590364728,0.5755342116027328,0.9274399354343416,0.5825766039980681
0.8314441402956155,0.9943926792042493,0.027847996198009897,0.4550974923674721,0.022030866988992277,0.009942768900304929,0.12459565838319563,0.909923159865702,0.9968595962024287,0.9108324774894275,0.08719568450014267,0.12731242857161507,0.6566386473143319,0.9882573752526159,0.9935286905403261,0.7408031520748833,0.7516976719465831,0.3781337611368291,0.010845669490193608,0.11918228761059475,0.011581036576765898,0.03700338766902636,0.10508794768315052,0.997727267954638,0.9804765649572685,0.24441294855738416,0.0019313809291796884,0.5824601635883766,0.9292023077849791,0.5936728699851567
0.8374346926382092,0.9946716392875365,0.02957007234950177,0.46544682055960573,0.023398375108659556,0.010656953973997867,0.12772508946894606,0.9161321625130978,0.9969963708587036,0.9132146168341566,0.08905375884848497,0.13008395547550733,0.6669388044266163,0.9891246857053471,0.9939434737986113,0.7448312897052514,0.7569746072640612,0.38364426741223223,0.01128419537689107,0.12491540827208765,0.012265737954907636,0.03989771147408814,0.11068599780029373,0.9978689444705116,0.9812399053782848,0.25574187899968615,0.0020887984861063568,0.589353738765583,0.9309250629255508,0.6046743273409212
0.8432524761736928,0.9949367919756937,0.03139519991281221,0.47582598412954535,0.024848610921024156,0.011421846852234902,0.13092136632769977,0.9219498894555779,0.9971272057071531,0.9155390178187786,0.09094748238709763,0.13290662838754813,0.6770819278508491,0.9899285894302685,0.9943318228988299,0.7488180524999187,0.7621748779656546,0.3891848207674442,0.011740241850214543,0.13088333411210856,0.012990388651605081,0.04300831225704814,0.11654342142905191,0.9980018069092366,0.9819739489120729,0.2674100801711357,0.0022590173498235463,0.5962124012972227,0.9326089377412834,0.6155707990947248
0.8488996231787259,0.9951888138183981,0.03332910926499832,0.4862260721724336,0.02638630404794262,0.012240959938495999,0.1341853244195002,0.9273960360840201,0.997252357236662,0.9178067668536626,0.09287737005546334,0.1357809900458087,0.6870610917953283,0.9906736288648684,0.9946954036531346,0.7527632021029617,0.7672980802976449,0.3947541427408181,0.012214491574701052,0.13709171447868157,0.01375725488664695,0.04634972147368481,0.12266805972735727,0.9981264014810829,0.9826797778225276,0.27941078217088694,0.002443073607069286,0.6030336689960165,0.9342546628931007,0.6263525195267216
0.8543784541069369,0.9954283488814254,0.03537779423929805,0.4966381014680981,0.028016419535783408,0.013118035897910078,0.1375177792673766,0.9324899908387579,0.9973720709853363,0.9200189467607905,0.09484393694299481,0.13870757109305545,0.6968699338599951,0.9913640343134288,0.9950357792399545,0.7566665234138839,0.772343883939402,0.40035092577317016,0.012707652386092302,0.14354594696331338,0.014568723592458454,0.049937185664960256,0.12906754014451155,0.9982432408058455,0.9833584376363347,0.2917355772172252,0.002642086366530377,0.6098151166782675,0.9358629624675409,0.6370101655050527
0.8596914601931184,0.9956560102413785,0.037547517119692404,0.5070530474292684,0.029744165065863203,0.014057060811286834,0.14091952462859517,0.9372507315313195,0.9974865819973903,0.9221766357313972,0.09684769792048399,0.14168688914799069,0.7065026612037653,0.9920037434835115,0.99535441623524,0.7605278242663853,0.7773120302763591,0.40597383431389394,0.013220458101214673,0.15025113338353346,0.015427307886791735,0.053786658473590494,0.13574921834296888,0.998352805947312,0.9840109381369632,0.3043743841193725,0.0028572642698224556,0.6165543793369576,0.9374345536520016,0.6475348843153504
0.864841286515158,0.9958723814180377,0.03984481269654338,0.5174618753538975,0.03157499775696312,0.015062277784294826,0.14439133061653683,0.9416967402116171,0.9975961152618865,0.9242809063473915,0.0988891672558319,0.14471944785540056,0.7159540530962609,0.9925964200815126,0.9956526903261985,0.7643469350880923,0.782202330583185,0.4116215059861142,0.013753669343862683,0.15721203364043482,0.01633565267319403,0.05791478385075496,0.14272011608535523,0.9984555483283027,0.9846382543525473,0.31731542788703127,0.0030899124889889064,0.6232491551264687,0.9389701464344304,0.6579183178527112
0.8698307155769666,0.9960780177462839,0.04227649121068701,0.5278555717519428,0.033514630448046256,0.0161382009777402,0.14793394177530642,0.9458459348775982,0.9977008861339701,0.9263328246648325,0.100968858213858,0.14780573591605486,0.7252194600077615,0.9931454714680027,0.9959318917194184,0.7681237085423702,0.787014664126236,0.41729255280900884,0.014308074386058953,0.16443301766418464,0.017296540355220956,0.062338869022633504,0.14998685527765354,0.9985518915328364,0.9852413275356344,0.3305452359145622,0.003341440242721214,0.6298972081521683,0.9404704433265827,0.6681526230922908
0.874662651465953,0.9962734476895613,0.04484963999639231,0.5382251755160385,0.03556903733577802,0.01728963001411775,0.15154807510948712,0.9497156163145211,0.9978011007392222,0.9283334493576582,0.10308728264001243,0.15094622609730893,0.7342947994202064,0.9936540653825279,0.9961932302555173,0.7718580191533423,0.7917489761942561,0.42298556247522967,0.01488449000394878,0.17191801571177048,0.01831289664737539,0.06707684568183078,0.15755558844379425,0.9986422330016576,0.9858210661329941,0.3440486519672385,0.003613368864895405,0.6364963710591016,0.9419361391099711,0.6782304887999321
0.87934010462932,0.9964591740968418,0.047571623616112904,0.5485618087074497,0.037744458827022,0.01852166470316728,0.15523441807176383,0.9533224283829271,0.9978969563617444,0.930283830919818,0.1052449505278349,0.1541413742254583,0.7431765485666563,0.9941251457547329,0.9964378402425685,0.7755497629152353,0.7964052760661355,0.4286990996811474,0.015483762347462474,0.17967046733519343,0.019387796462408714,0.07214721777935393,0.16543192599910767,0.998726945627081,0.9863783467438914,0.35780886893682656,0.003907340460325217,0.6430445474150396,0.9433679206036366,0.6881451484879578
0.8838661773047226,0.9966356754050504,0.050450082262183206,0.5588567067335455,0.0400474054512114,0.019839720014906897,0.15899362651146937,0.9566823301380761,0.9979886418165637,0.9321850109239189,0.1074423695700319,0.1573916181610097,0.7518617343267296,0.994561447624348,0.9966667850205561,0.7791988568871713,0.8009836349243438,0.43443170750746135,0.016106767822743288,0.1876932693942007,0.020524469850899833,0.07756899422603435,0.1736208607893549,0.9988063792528137,0.986914015065413,0.371807481026314,0.004225127183815529,0.6495397138841525,0.9447664664528806,0.6978903896627731
0.8882440496326446,0.9968034067888841,0.053492928182806605,0.5691012477006444,0.04248466066145047,0.02124954121234547,0.16282632258743768,0.9598105782503807,0.9980763378069417,0.934038021334463,0.10968004469307006,0.16069737675813836,0.7603479205210972,0.9949655111969531,0.9968810612690262,0.7828052387745137,0.8054841837224295,0.44018190884752345,0.016754413986191766,0.1959887235445084,0.021726307964893554,0.08336160477678753,0.18212669046703556,0.9988808620841385,0.987428886823613,0.38602455567453536,0.004568641179612322,0.6559799221885806,0.9461324469381106,0.7074605594495729
0.8924769664702674,0.9969628012599464,0.05670833987219518,0.579286980736327,0.045063282336510996,0.02275721903762194,0.16673309264889,0.9627217182988278,0.9981602172671429,0.9358438838737319,0.11195847757521032,0.16405904880971398,0.7686331928592908,0.995339695065722,0.9970816030699358,0.7863688664978655,0.8099071110147252,0.4459482078805426,0.017427640448817623,0.20455848368922114,0.022996869012810468,0.08954479737690352,0.19095293838569347,0.9989507020135729,0.9879237486894075,0.400438725148686,0.0049399452191348035,0.6623633008561666,0.9474665238029535,0.7168505667147652
0.8965682249196435,0.9971142707170781,0.06010475374796489,0.5894056530880145,0.04779060277871882,0.024369204824501993,0.1707144850884334,0.9654295836214071,0.998240445691211,0.9376036094383662,0.11427816614794285,0.16747701197939613,0.7767161418020303,0.995686188631701,0.9972692857374669,0.7898897177508057,0.8142526607561199,0.4517290915866819,0.018127419789420132,0.213403503936535,0.024339884167808613,0.09613851530787426,0.20010227380386061,0.999016187866856,0.9883993591782906,0.4150272973262224,0.005341264075376272,0.6686880567536029,0.9487693501008173,0.7260558808382922
0.9005211625766409,0.997258206949743,0.06369085302334915,0.5994492358194905,0.05067422698528094,0.026092325386804113,0.17477100817159955,0.9679473005231489,0.9983171814482815,0.9393181975646784,0.11663960408081292,0.17095162172241263,0.7845958436021981,0.9960070237567646,0.9974449294263066,0.7933677895474358,0.8185211300794617,0.4575230313008835,0.018854758474931694,0.22252398765933026,0.025759263386253024,0.10316275259329596,0.20957643230045872,0.9990775905738616,0.9888564495330932,0.42976638476909956,0.005774996672495617,0.6749524764051867,0.9500415700590872,0.735072527315528
0.9043391465014049,0.9973949825962806,0.06747555346806505,0.6094099479438679,0.053722028953165385,0.027933797506278724,0.17890312784771348,0.9702872987596505,0.9983905760849413,0.9409886359407423,0.11904328024966429,0.17448321019675356,0.7922718397878555,0.9963040856843316,0.9976093025295735,0.7968030977607856,0.8227128670578356,0.4633284843021224,0.01961069778606142,0.23191933830038083,0.027259101086916586,0.11063738632605363,0.21937613740993162,0.9991351642687967,0.9892957245891174,0.44463105077586723,0.006243729048802674,0.6811549270983089,0.951283818960159,0.7438970803917139
0.9080255629059775,0.997524952058802,0.07146798574041222,0.619280278849939,0.05694214576054204,0.029901241814583927,0.18311126554723675,0.972461326328869,0.9984607746151335,0.9426158999633162,0.12148967818836325,0.1780720851666303,0.7997441153465916,0.9965791232633266,0.9977631248772213,0.8001956766531114,0.8268282684586267,0.469143895434643,0.020396314746160847,0.24158811260887214,0.028843681634968366,0.11858198486926687,0.22950102458461796,0.9991891473238106,0.989717863621108,0.45959547069467904,0.006750248170460896,0.687293857777677,0.9524967230385322,0.7525266529508231
0.9115838075502044,0.997648452376461,0.07567747396519428,0.6290530088985957,0.060342969151440974,0.03200269583220028,0.18739579597109296,0.9744804677143224,0.9985279157980882,0.944200952337668,0.12397927552410906,0.18171852890017123,0.8070130758634425,0.996833758510866,0.9979070707453914,0.8035455783990995,0.8308677774959357,0.47496769875761585,0.02121272305100628,0.2515279770279903,0.030517484567696575,0.12701559127778841,0.2399495686801728,0.9992397633199175,0.9901235211716173,0.47463310640696,0.007297556631670257,0.6933677997311325,0.9536808993932019,0.7609588838953922
0.9150172768331152,0.9977658040587875,0.08011351022818042,0.6387212280866931,0.06393313433516193,0.034246625892342224,0.1917570448778349,0.9763551648270417,0.9985921324047405,0.9457447427183934,0.12651254339647433,0.1854227970634397,0.8140795238549652,0.997069495548756,0.9980417716867939,0.806852872602957,0.834831881587559,0.48079831921953686,0.022061073996945915,0.2617356679776629,0.03228518949124604,0.13595648179517839,0.2507190162331137,0.9992872219589204,0.990513327860424,0.48971689156088893,0.007888888274706483,0.6993753670707101,0.9548369559146028,0.7691919232642372
0.9183293595635711,0.9978773118807219,0.08478572465905548,0.6482783526970372,0.06772150569866292,0.0366419376401823,0.19619528687486618,0.9780952399907081,0.9986535514730921,0.9472482073893489,0.12908994586036668,0.18918511761298137,0.8209446345302517,0.9972877289482539,0.9981678191918062,0.8101176458103565,0.8387211101223818,0.48663417435359485,0.022942557404599488,0.27220695678935775,0.03415168056943212,0.14542189991115304,0.2618053238537128,0.9993317199198246,0.9908878911747502,0.5048194248585572,0.008527724759819229,0.7053152570133477,0.9559654912253843,0.7772244153413558
0.9215234293910972,0.9979832656409421,0.08970385078218433,0.6577181398747455,0.07171715911932235,0.03919798475709024,0.20071074322026955,0.9797099204037427,0.9987122945529435,0.9487122689808448,0.13171193927314565,0.1930056896892201,0.8276099311960664,0.9974897515166702,0.9982857671895808,0.813340001016163,0.8425360322436644,0.49247367599015024,0.02385840253501767,0.28293662004946357,0.036122050516927004,0.15542776722042503,0.27320310408828413,0.9993734416630321,0.9912477962400972,0.5199131684912365,0.009217813110440502,0.7111862499663467,0.9570670946343083,0.7850554800118397
